match_year,match_id,map_name,map_winner,winning_team_final_map_score,winning_team_win_rate,map_loser,losing_team_final_map_score,losing_team_win_rate
2018,10223,Dorado,Los Angeles Valiant,3,0.6,San Francisco Shock,2,0.4
2018,10223,Temple of Anubis,Los Angeles Valiant,4,0.5714285714285714,San Francisco Shock,3,0.4285714285714286
2018,10223,Ilios,Los Angeles Valiant,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10223,Numbani,Los Angeles Valiant,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10224,Dorado,Los Angeles Gladiators,1,1.0,Shanghai Dragons,0,0.0
2018,10224,Temple of Anubis,Los Angeles Gladiators,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10224,Ilios,Los Angeles Gladiators,2,1.0,Shanghai Dragons,0,0.0
2018,10224,Eichenwalde,Los Angeles Gladiators,1,1.0,Shanghai Dragons,0,0.0
2018,10225,Junkertown,Dallas Fuel,3,0.6,Seoul Dynasty,2,0.4
2018,10225,Temple of Anubis,Seoul Dynasty,6,0.5454545454545454,Dallas Fuel,5,0.4545454545454546
2018,10225,Ilios,Seoul Dynasty,2,1.0,Dallas Fuel,0,0.0
2018,10225,Numbani,draw,3,0.5,draw,3,0.5
2018,10226,Dorado,Florida Mayhem,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10226,Temple of Anubis,London Spitfire,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10226,Oasis,London Spitfire,2,1.0,Florida Mayhem,0,0.0
2018,10226,Numbani,London Spitfire,3,1.0,Florida Mayhem,0,0.0
2018,10227,Dorado,Philadelphia Fusion,3,0.6,Houston Outlaws,2,0.4
2018,10227,Horizon Lunar Colony,Houston Outlaws,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10227,Oasis,Philadelphia Fusion,2,1.0,Houston Outlaws,0,0.0
2018,10227,Eichenwalde,Houston Outlaws,4,0.5714285714285714,Philadelphia Fusion,3,0.4285714285714286
2018,10227,Lijiang Tower,Philadelphia Fusion,2,1.0,Houston Outlaws,0,0.0
2018,10228,Junkertown,New York Excelsior,3,0.6,Boston Uprising,2,0.4
2018,10228,Horizon Lunar Colony,Boston Uprising,4,0.5714285714285714,New York Excelsior,3,0.4285714285714286
2018,10228,Ilios,New York Excelsior,2,1.0,Boston Uprising,0,0.0
2018,10228,Numbani,New York Excelsior,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10229,Junkertown,Los Angeles Valiant,8,0.5333333333333333,Dallas Fuel,7,0.4666666666666667
2018,10229,Horizon Lunar Colony,draw,5,0.5,draw,5,0.5
2018,10229,Ilios,Los Angeles Valiant,2,1.0,Dallas Fuel,0,0.0
2018,10229,Numbani,Los Angeles Valiant,3,1.0,Dallas Fuel,0,0.0
2018,10230,Dorado,Boston Uprising,3,0.6,Florida Mayhem,2,0.4
2018,10230,Temple of Anubis,Boston Uprising,3,0.6,Florida Mayhem,2,0.4
2018,10230,Oasis,Boston Uprising,2,1.0,Florida Mayhem,0,0.0
2018,10230,Eichenwalde,Boston Uprising,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10231,Junkertown,San Francisco Shock,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10231,Horizon Lunar Colony,Shanghai Dragons,1,1.0,San Francisco Shock,0,0.0
2018,10231,Ilios,San Francisco Shock,2,1.0,Shanghai Dragons,0,0.0
2018,10231,Numbani,San Francisco Shock,3,0.6,Shanghai Dragons,2,0.4
2018,10232,Junkertown,London Spitfire,3,0.6,Philadelphia Fusion,2,0.4
2018,10232,Horizon Lunar Colony,London Spitfire,2,1.0,Philadelphia Fusion,0,0.0
2018,10232,Ilios,London Spitfire,2,1.0,Philadelphia Fusion,0,0.0
2018,10232,Numbani,London Spitfire,3,1.0,Philadelphia Fusion,0,0.0
2018,10233,Junkertown,Houston Outlaws,3,0.6,New York Excelsior,2,0.4
2018,10233,Temple of Anubis,New York Excelsior,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10233,Ilios,New York Excelsior,2,1.0,Houston Outlaws,0,0.0
2018,10233,Numbani,New York Excelsior,3,0.75,Houston Outlaws,1,0.25
2018,10234,Junkertown,Seoul Dynasty,4,0.5714285714285714,Los Angeles Gladiators,3,0.4285714285714286
2018,10234,Horizon Lunar Colony,Seoul Dynasty,3,0.6,Los Angeles Gladiators,2,0.4
2018,10234,Ilios,Seoul Dynasty,2,1.0,Los Angeles Gladiators,0,0.0
2018,10234,Numbani,Seoul Dynasty,3,1.0,Los Angeles Gladiators,0,0.0
2018,10235,Dorado,San Francisco Shock,1,1.0,Philadelphia Fusion,0,0.0
2018,10235,Temple of Anubis,Philadelphia Fusion,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10235,Oasis,Philadelphia Fusion,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10235,Eichenwalde,draw,3,0.5,draw,3,0.5
2018,10236,Dorado,Seoul Dynasty,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10236,Horizon Lunar Colony,Seoul Dynasty,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10236,Oasis,Seoul Dynasty,2,1.0,Florida Mayhem,0,0.0
2018,10236,Eichenwalde,Seoul Dynasty,3,0.6,Florida Mayhem,2,0.4
2018,10237,Junkertown,Houston Outlaws,3,1.0,Shanghai Dragons,0,0.0
2018,10237,Horizon Lunar Colony,Houston Outlaws,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10237,Oasis,Houston Outlaws,2,1.0,Shanghai Dragons,0,0.0
2018,10237,Numbani,Houston Outlaws,3,0.75,Shanghai Dragons,1,0.25
2018,10238,Junkertown,Houston Outlaws,1,1.0,Dallas Fuel,0,0.0
2018,10238,Horizon Lunar Colony,Houston Outlaws,2,0.6666666666666666,Dallas Fuel,1,0.33333333333333337
2018,10238,Oasis,Houston Outlaws,2,1.0,Dallas Fuel,0,0.0
2018,10238,Eichenwalde,Houston Outlaws,2,0.6666666666666666,Dallas Fuel,1,0.33333333333333337
2018,10239,Junkertown,New York Excelsior,3,0.75,Los Angeles Valiant,1,0.25
2018,10239,Horizon Lunar Colony,New York Excelsior,1,1.0,Los Angeles Valiant,0,0.0
2018,10239,Oasis,New York Excelsior,2,0.6666666666666666,Los Angeles Valiant,1,0.33333333333333337
2018,10239,Numbani,draw,3,0.5,draw,3,0.5
2018,10240,Junkertown,Philadelphia Fusion,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10240,Temple of Anubis,Philadelphia Fusion,3,0.6,Los Angeles Gladiators,2,0.4
2018,10240,Ilios,Los Angeles Gladiators,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10240,Numbani,Los Angeles Gladiators,3,0.6,Philadelphia Fusion,2,0.4
2018,10240,Lijiang Tower,Los Angeles Gladiators,2,1.0,Philadelphia Fusion,0,0.0
2018,10241,Junkertown,Seoul Dynasty,3,0.6,Boston Uprising,2,0.4
2018,10241,Horizon Lunar Colony,Seoul Dynasty,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10241,Oasis,Seoul Dynasty,2,1.0,Boston Uprising,0,0.0
2018,10241,Numbani,Seoul Dynasty,3,0.6,Boston Uprising,2,0.4
2018,10242,Dorado,Florida Mayhem,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10242,Temple of Anubis,Florida Mayhem,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10242,Ilios,Florida Mayhem,2,1.0,Shanghai Dragons,0,0.0
2018,10242,Numbani,Florida Mayhem,3,0.6,Shanghai Dragons,2,0.4
2018,10243,Junkertown,London Spitfire,3,0.6,Dallas Fuel,2,0.4
2018,10243,Horizon Lunar Colony,London Spitfire,2,1.0,Dallas Fuel,0,0.0
2018,10243,Oasis,Dallas Fuel,2,1.0,London Spitfire,0,0.0
2018,10243,Numbani,London Spitfire,4,0.5714285714285714,Dallas Fuel,3,0.4285714285714286
2018,10244,Dorado,London Spitfire,2,0.6666666666666666,Los Angeles Valiant,1,0.33333333333333337
2018,10244,Horizon Lunar Colony,London Spitfire,3,0.6,Los Angeles Valiant,2,0.4
2018,10244,Oasis,Los Angeles Valiant,2,1.0,London Spitfire,0,0.0
2018,10244,Eichenwalde,Los Angeles Valiant,3,0.75,London Spitfire,1,0.25
2018,10244,Lijiang Tower,London Spitfire,2,1.0,Los Angeles Valiant,0,0.0
2018,10245,Dorado,New York Excelsior,1,1.0,Los Angeles Gladiators,0,0.0
2018,10245,Horizon Lunar Colony,New York Excelsior,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10245,Oasis,New York Excelsior,2,1.0,Los Angeles Gladiators,0,0.0
2018,10245,Eichenwalde,New York Excelsior,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10246,Dorado,San Francisco Shock,3,0.6,Boston Uprising,2,0.4
2018,10246,Horizon Lunar Colony,Boston Uprising,2,1.0,San Francisco Shock,0,0.0
2018,10246,Oasis,San Francisco Shock,2,1.0,Boston Uprising,0,0.0
2018,10246,Eichenwalde,Boston Uprising,3,0.75,San Francisco Shock,1,0.25
2018,10246,Lijiang Tower,San Francisco Shock,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10247,Eichenwalde,London Spitfire,1,1.0,San Francisco Shock,0,0.0
2018,10247,Horizon Lunar Colony,London Spitfire,1,1.0,San Francisco Shock,0,0.0
2018,10247,Oasis,San Francisco Shock,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10247,Junkertown,London Spitfire,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10248,Numbani,Seoul Dynasty,3,0.6,Shanghai Dragons,2,0.4
2018,10248,Temple of Anubis,Seoul Dynasty,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10248,Oasis,Seoul Dynasty,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10248,Dorado,Shanghai Dragons,2,0.6666666666666666,Seoul Dynasty,1,0.33333333333333337
2018,10249,Eichenwalde,Los Angeles Gladiators,3,0.75,Los Angeles Valiant,1,0.25
2018,10249,Horizon Lunar Colony,Los Angeles Gladiators,2,1.0,Los Angeles Valiant,0,0.0
2018,10249,Ilios,Los Angeles Valiant,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10249,Junkertown,Los Angeles Valiant,4,0.5714285714285714,Los Angeles Gladiators,3,0.4285714285714286
2018,10249,Lijiang Tower,Los Angeles Valiant,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10250,Numbani,London Spitfire,5,0.5555555555555556,Boston Uprising,4,0.4444444444444444
2018,10250,Temple of Anubis,Boston Uprising,3,0.6,London Spitfire,2,0.4
2018,10250,Ilios,Boston Uprising,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10250,Junkertown,London Spitfire,3,0.6,Boston Uprising,2,0.4
2018,10250,Lijiang Tower,Boston Uprising,2,1.0,London Spitfire,0,0.0
2018,10251,Numbani,New York Excelsior,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10251,Temple of Anubis,Philadelphia Fusion,2,0.6666666666666666,New York Excelsior,1,0.33333333333333337
2018,10251,Ilios,New York Excelsior,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10251,Dorado,Philadelphia Fusion,2,0.6666666666666666,New York Excelsior,1,0.33333333333333337
2018,10251,Lijiang Tower,Philadelphia Fusion,2,1.0,New York Excelsior,0,0.0
2018,10252,Numbani,Houston Outlaws,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10252,Horizon Lunar Colony,Houston Outlaws,2,1.0,Florida Mayhem,0,0.0
2018,10252,Ilios,Houston Outlaws,2,1.0,Florida Mayhem,0,0.0
2018,10252,Junkertown,Houston Outlaws,3,1.0,Florida Mayhem,0,0.0
2018,10253,Eichenwalde,New York Excelsior,2,0.6666666666666666,Seoul Dynasty,1,0.33333333333333337
2018,10253,Horizon Lunar Colony,Seoul Dynasty,5,0.5555555555555556,New York Excelsior,4,0.4444444444444444
2018,10253,Oasis,New York Excelsior,2,0.6666666666666666,Seoul Dynasty,1,0.33333333333333337
2018,10253,Junkertown,Seoul Dynasty,1,1.0,New York Excelsior,0,0.0
2018,10253,Lijiang Tower,New York Excelsior,2,1.0,Seoul Dynasty,0,0.0
2018,10254,Eichenwalde,Philadelphia Fusion,1,1.0,Shanghai Dragons,0,0.0
2018,10254,Horizon Lunar Colony,Philadelphia Fusion,3,0.6,Shanghai Dragons,2,0.4
2018,10254,Oasis,Shanghai Dragons,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10254,Junkertown,Shanghai Dragons,3,0.6,Philadelphia Fusion,2,0.4
2018,10254,Lijiang Tower,Philadelphia Fusion,2,1.0,Shanghai Dragons,0,0.0
2018,10255,Eichenwalde,draw,3,0.5,draw,3,0.5
2018,10255,Horizon Lunar Colony,Dallas Fuel,3,0.6,San Francisco Shock,2,0.4
2018,10255,Ilios,Dallas Fuel,2,1.0,San Francisco Shock,0,0.0
2018,10255,Junkertown,Dallas Fuel,3,0.75,San Francisco Shock,1,0.25
2018,10256,Numbani,Dallas Fuel,6,0.6,Boston Uprising,4,0.4
2018,10256,Temple of Anubis,Boston Uprising,3,0.6,Dallas Fuel,2,0.4
2018,10256,Ilios,Boston Uprising,2,0.6666666666666666,Dallas Fuel,1,0.33333333333333337
2018,10256,Dorado,Dallas Fuel,3,1.0,Boston Uprising,0,0.0
2018,10256,Lijiang Tower,Boston Uprising,2,1.0,Dallas Fuel,0,0.0
2018,10257,Eichenwalde,Los Angeles Valiant,3,0.6,Florida Mayhem,2,0.4
2018,10257,Temple of Anubis,Los Angeles Valiant,2,1.0,Florida Mayhem,0,0.0
2018,10257,Ilios,Los Angeles Valiant,2,1.0,Florida Mayhem,0,0.0
2018,10257,Dorado,Florida Mayhem,3,0.6,Los Angeles Valiant,2,0.4
2018,10258,Numbani,Houston Outlaws,4,0.5714285714285714,Los Angeles Gladiators,3,0.4285714285714286
2018,10258,Temple of Anubis,Houston Outlaws,1,1.0,Los Angeles Gladiators,0,0.0
2018,10258,Ilios,Houston Outlaws,2,1.0,Los Angeles Gladiators,0,0.0
2018,10258,Dorado,Houston Outlaws,1,1.0,Los Angeles Gladiators,0,0.0
2018,10259,Numbani,Los Angeles Valiant,3,0.6,Philadelphia Fusion,2,0.4
2018,10259,Temple of Anubis,Los Angeles Valiant,5,0.5555555555555556,Philadelphia Fusion,4,0.4444444444444444
2018,10259,Oasis,Los Angeles Valiant,2,1.0,Philadelphia Fusion,0,0.0
2018,10259,Dorado,Los Angeles Valiant,3,0.6,Philadelphia Fusion,2,0.4
2018,10260,Eichenwalde,Los Angeles Gladiators,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10260,Horizon Lunar Colony,Los Angeles Gladiators,1,1.0,Florida Mayhem,0,0.0
2018,10260,Oasis,Los Angeles Gladiators,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10260,Junkertown,Florida Mayhem,3,0.6,Los Angeles Gladiators,2,0.4
2018,10261,Numbani,Houston Outlaws,3,0.6,San Francisco Shock,2,0.4
2018,10261,Temple of Anubis,Houston Outlaws,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10261,Oasis,San Francisco Shock,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10261,Dorado,Houston Outlaws,2,1.0,San Francisco Shock,0,0.0
2018,10262,Eichenwalde,Philadelphia Fusion,1,1.0,Dallas Fuel,0,0.0
2018,10262,Temple of Anubis,Philadelphia Fusion,3,0.6,Dallas Fuel,2,0.4
2018,10262,Ilios,Philadelphia Fusion,2,1.0,Dallas Fuel,0,0.0
2018,10262,Dorado,Philadelphia Fusion,3,0.6,Dallas Fuel,2,0.4
2018,10263,Eichenwalde,New York Excelsior,3,0.75,Shanghai Dragons,1,0.25
2018,10263,Temple of Anubis,New York Excelsior,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10263,Oasis,New York Excelsior,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10263,Dorado,New York Excelsior,3,1.0,Shanghai Dragons,0,0.0
2018,10264,Numbani,London Spitfire,2,1.0,Seoul Dynasty,0,0.0
2018,10264,Temple of Anubis,London Spitfire,2,1.0,Seoul Dynasty,0,0.0
2018,10264,Ilios,London Spitfire,2,1.0,Seoul Dynasty,0,0.0
2018,10264,Dorado,London Spitfire,3,0.6,Seoul Dynasty,2,0.4
2018,10265,Numbani,San Francisco Shock,4,0.5714285714285714,Florida Mayhem,3,0.4285714285714286
2018,10265,Temple of Anubis,San Francisco Shock,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10265,Ilios,San Francisco Shock,2,1.0,Florida Mayhem,0,0.0
2018,10265,Junkertown,San Francisco Shock,3,0.6,Florida Mayhem,2,0.4
2018,10266,Eichenwalde,Houston Outlaws,3,0.6,Seoul Dynasty,2,0.4
2018,10266,Horizon Lunar Colony,Seoul Dynasty,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10266,Ilios,Seoul Dynasty,2,1.0,Houston Outlaws,0,0.0
2018,10266,Junkertown,Houston Outlaws,3,0.6,Seoul Dynasty,2,0.4
2018,10266,Lijiang Tower,Seoul Dynasty,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10267,Numbani,Boston Uprising,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10267,Temple of Anubis,Boston Uprising,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
2018,10267,Oasis,Boston Uprising,2,1.0,Los Angeles Gladiators,0,0.0
2018,10267,Dorado,Boston Uprising,3,0.6,Los Angeles Gladiators,2,0.4
2018,10268,Eichenwalde,London Spitfire,1,1.0,Shanghai Dragons,0,0.0
2018,10268,Horizon Lunar Colony,London Spitfire,1,1.0,Shanghai Dragons,0,0.0
2018,10268,Ilios,London Spitfire,2,1.0,Shanghai Dragons,0,0.0
2018,10268,Junkertown,London Spitfire,1,1.0,Shanghai Dragons,0,0.0
2018,10269,Numbani,New York Excelsior,1,1.0,Dallas Fuel,0,0.0
2018,10269,Temple of Anubis,New York Excelsior,6,0.6,Dallas Fuel,4,0.4
2018,10269,Oasis,Dallas Fuel,2,0.6666666666666666,New York Excelsior,1,0.33333333333333337
2018,10269,Dorado,New York Excelsior,2,0.6666666666666666,Dallas Fuel,1,0.33333333333333337
2018,10270,Eichenwalde,Boston Uprising,6,0.6,Los Angeles Valiant,4,0.4
2018,10270,Horizon Lunar Colony,Boston Uprising,2,0.6666666666666666,Los Angeles Valiant,1,0.33333333333333337
2018,10270,Oasis,Boston Uprising,2,1.0,Los Angeles Valiant,0,0.0
2018,10270,Junkertown,Boston Uprising,3,0.75,Los Angeles Valiant,1,0.25
2018,10564,Eichenwalde,Shanghai Dragons,4,0.5714285714285714,Dallas Fuel,3,0.4285714285714286
2018,10564,Horizon Lunar Colony,Dallas Fuel,3,0.6,Shanghai Dragons,2,0.4
2018,10564,Oasis,Dallas Fuel,2,1.0,Shanghai Dragons,0,0.0
2018,10564,Dorado,Shanghai Dragons,4,0.5714285714285714,Dallas Fuel,3,0.4285714285714286
2018,10564,Lijiang Tower,Dallas Fuel,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10565,Numbani,San Francisco Shock,3,0.6,Los Angeles Gladiators,2,0.4
2018,10565,Horizon Lunar Colony,Los Angeles Gladiators,1,1.0,San Francisco Shock,0,0.0
2018,10565,Oasis,Los Angeles Gladiators,2,1.0,San Francisco Shock,0,0.0
2018,10565,Junkertown,Los Angeles Gladiators,3,0.6,San Francisco Shock,2,0.4
2018,10566,Eichenwalde,Los Angeles Valiant,3,0.75,Seoul Dynasty,1,0.25
2018,10566,Temple of Anubis,draw,3,0.5,draw,3,0.5
2018,10566,Oasis,Los Angeles Valiant,2,1.0,Seoul Dynasty,0,0.0
2018,10566,Dorado,Los Angeles Valiant,3,0.6,Seoul Dynasty,2,0.4
2018,10567,Eichenwalde,Boston Uprising,1,1.0,Philadelphia Fusion,0,0.0
2018,10567,Horizon Lunar Colony,Boston Uprising,4,0.5714285714285714,Philadelphia Fusion,3,0.4285714285714286
2018,10567,Ilios,Boston Uprising,2,1.0,Philadelphia Fusion,0,0.0
2018,10567,Junkertown,Boston Uprising,4,0.5714285714285714,Philadelphia Fusion,3,0.4285714285714286
2018,10568,Eichenwalde,New York Excelsior,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10568,Horizon Lunar Colony,draw,2,0.5,draw,2,0.5
2018,10568,Ilios,New York Excelsior,2,1.0,Florida Mayhem,0,0.0
2018,10568,Junkertown,New York Excelsior,3,0.6,Florida Mayhem,2,0.4
2018,10569,Eichenwalde,Houston Outlaws,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10569,Temple of Anubis,Houston Outlaws,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10569,Oasis,Houston Outlaws,2,1.0,London Spitfire,0,0.0
2018,10569,Dorado,London Spitfire,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10570,Eichenwalde,Dallas Fuel,1,1.0,Los Angeles Gladiators,0,0.0
2018,10570,Temple of Anubis,Dallas Fuel,3,0.6,Los Angeles Gladiators,2,0.4
2018,10570,Oasis,Dallas Fuel,2,1.0,Los Angeles Gladiators,0,0.0
2018,10570,Dorado,Los Angeles Gladiators,3,1.0,Dallas Fuel,0,0.0
2018,10571,Eichenwalde,Seoul Dynasty,4,0.5714285714285714,San Francisco Shock,3,0.4285714285714286
2018,10571,Temple of Anubis,San Francisco Shock,1,1.0,Seoul Dynasty,0,0.0
2018,10571,Ilios,San Francisco Shock,2,0.6666666666666666,Seoul Dynasty,1,0.33333333333333337
2018,10571,Dorado,Seoul Dynasty,3,0.6,San Francisco Shock,2,0.4
2018,10571,Lijiang Tower,Seoul Dynasty,2,1.0,San Francisco Shock,0,0.0
2018,10572,Numbani,Los Angeles Valiant,5,0.625,Shanghai Dragons,3,0.375
2018,10572,Temple of Anubis,Los Angeles Valiant,2,0.6666666666666666,Shanghai Dragons,1,0.33333333333333337
2018,10572,Ilios,Los Angeles Valiant,2,1.0,Shanghai Dragons,0,0.0
2018,10572,Junkertown,Los Angeles Valiant,3,1.0,Shanghai Dragons,0,0.0
2018,10573,Eichenwalde,London Spitfire,3,0.6,New York Excelsior,2,0.4
2018,10573,Temple of Anubis,New York Excelsior,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10573,Ilios,New York Excelsior,2,1.0,London Spitfire,0,0.0
2018,10573,Dorado,London Spitfire,3,0.6,New York Excelsior,2,0.4
2018,10573,Lijiang Tower,New York Excelsior,2,1.0,London Spitfire,0,0.0
2018,10574,Eichenwalde,Houston Outlaws,3,0.6,Boston Uprising,2,0.4
2018,10574,Temple of Anubis,Boston Uprising,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10574,Ilios,Boston Uprising,2,1.0,Houston Outlaws,0,0.0
2018,10574,Dorado,Houston Outlaws,3,0.6,Boston Uprising,2,0.4
2018,10574,Lijiang Tower,Houston Outlaws,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10575,Numbani,Philadelphia Fusion,3,0.6,Florida Mayhem,2,0.4
2018,10575,Horizon Lunar Colony,Florida Mayhem,2,0.6666666666666666,Philadelphia Fusion,1,0.33333333333333337
2018,10575,Oasis,Florida Mayhem,2,1.0,Philadelphia Fusion,0,0.0
2018,10575,Junkertown,Philadelphia Fusion,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10575,Lijiang Tower,Philadelphia Fusion,2,0.6666666666666666,Florida Mayhem,1,0.33333333333333337
2018,10537,Dorado,Houston Outlaws,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10537,Ilios,London Spitfire,2,1.0,Houston Outlaws,0,0.0
2018,10537,Temple of Anubis,London Spitfire,2,1.0,Houston Outlaws,0,0.0
2018,10537,Eichenwalde,London Spitfire,1,1.0,Houston Outlaws,0,0.0
2018,10539,Junkertown,New York Excelsior,4,0.5714285714285714,London Spitfire,3,0.4285714285714286
2018,10539,Oasis,New York Excelsior,2,1.0,London Spitfire,0,0.0
2018,10539,Horizon Lunar Colony,London Spitfire,3,0.6,New York Excelsior,2,0.4
2018,10539,Numbani,London Spitfire,1,1.0,New York Excelsior,0,0.0
2018,10539,Dorado,London Spitfire,2,0.6666666666666666,New York Excelsior,1,0.33333333333333337
2018,10278,Volskaya Industries,Seoul Dynasty,2,1.0,Los Angeles Valiant,0,0.0
2018,10278,Nepal,Seoul Dynasty,2,1.0,Los Angeles Valiant,0,0.0
2018,10278,King's Row,Seoul Dynasty,3,0.6,Los Angeles Valiant,2,0.4
2018,10278,Route 66,Seoul Dynasty,2,1.0,Los Angeles Valiant,0,0.0
2018,10279,Volskaya Industries,Dallas Fuel,2,1.0,Shanghai Dragons,0,0.0
2018,10279,Nepal,Dallas Fuel,2,1.0,Shanghai Dragons,0,0.0
2018,10279,Hollywood,Shanghai Dragons,4,0.5714285714285714,Dallas Fuel,3,0.4285714285714286
2018,10279,Route 66,Dallas Fuel,3,0.75,Shanghai Dragons,1,0.25
2018,10280,Hanamura,Los Angeles Gladiators,4,0.5714285714285714,San Francisco Shock,3,0.4285714285714286
2018,10280,Nepal,Los Angeles Gladiators,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10280,King's Row,Los Angeles Gladiators,3,0.75,San Francisco Shock,1,0.25
2018,10280,Watchpoint: Gibraltar,Los Angeles Gladiators,2,0.6666666666666666,San Francisco Shock,1,0.33333333333333337
2018,10281,Volskaya Industries,London Spitfire,4,0.5714285714285714,Houston Outlaws,3,0.4285714285714286
2018,10281,Nepal,Houston Outlaws,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10281,King's Row,Houston Outlaws,4,0.5714285714285714,London Spitfire,3,0.4285714285714286
2018,10281,Route 66,London Spitfire,2,0.6666666666666666,Houston Outlaws,1,0.33333333333333337
2018,10281,Ilios,Houston Outlaws,2,1.0,London Spitfire,0,0.0
2018,10282,Hanamura,New York Excelsior,5,0.5555555555555556,Florida Mayhem,4,0.4444444444444444
2018,10282,Lijiang Tower,Florida Mayhem,2,0.6666666666666666,New York Excelsior,1,0.33333333333333337
2018,10282,King's Row,New York Excelsior,3,0.6,Florida Mayhem,2,0.4
2018,10282,Watchpoint: Gibraltar,New York Excelsior,3,0.75,Florida Mayhem,1,0.25
2018,10283,Hanamura,Philadelphia Fusion,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10283,Lijiang Tower,Philadelphia Fusion,2,0.6666666666666666,Boston Uprising,1,0.33333333333333337
2018,10283,Hollywood,Philadelphia Fusion,4,0.5714285714285714,Boston Uprising,3,0.4285714285714286
2018,10283,Watchpoint: Gibraltar,Philadelphia Fusion,5,0.5555555555555556,Boston Uprising,4,0.4444444444444444
2018,10284,Volskaya Industries,London Spitfire,2,1.0,New York Excelsior,0,0.0
2018,10284,Lijiang Tower,New York Excelsior,2,1.0,London Spitfire,0,0.0
2018,10284,King's Row,New York Excelsior,2,0.6666666666666666,London Spitfire,1,0.33333333333333337
2018,10284,Watchpoint: Gibraltar,London Spitfire,3,0.6,New York Excelsior,2,0.4
2018,10284,Ilios,London Spitfire,2,1.0,New York Excelsior,0,0.0
2018,10285,Hanamura,Dallas Fuel,2,0.6666666666666666,Los Angeles Gladiators,1,0.33333333333333337
